,answer
1357,매우좋음
1358,매우좋음
1359,좋음
1360,매우좋음
1361,매우좋음
1362,매우좋음
1363,매우좋음
1364,매우좋음
1365,'매우좋음'
1366,매우좋음
1367,매우좋음
1368,좋음
1369,좋음
1370,좋음
1371,매우좋음
1372,좋음
1373,매우좋음
1374,매우좋음
1375,좋음
1376,'매우좋음'
1377,'매우좋음'
1378,매우좋음
1379,매우좋음
1380,매우좋음
1381,매우좋음
1382,'매우좋음'
1383,매우좋음
1384,매우좋음
1385,'매우좋음'
1386,'좋음'
1387,'좋음'
1388,'좋음'
1389,좋음
1390,매우좋음
1391,매우좋음
1392,'좋음'
1393,매우좋음
1394,'보통'
1395,매우좋음
1396,'매우좋음'
1397,매우좋음
1398,매우좋음
1399,매우좋음
1400,매우좋음
1401,매우좋음
1402,'매우좋음'
1403,매우좋음
1404,매우좋음
1405,좋음
1406,'좋음'
1407,'좋음'
1408,'좋음'
1409,'매우좋음'
1410,매우좋음
1411,매우좋음
1412,좋음
1413,매우좋음
1414,보통
1415,매우좋음
1416,'매우좋음'
1417,매우좋음
1418,매우좋음
1419,매우좋음
1420,매우좋음
1421,좋음
1422,매우좋음
1423,좋음
1424,'좋음'
1425,'좋음'
1426,좋음
1427,매우좋음
1428,매우좋음
1429,매우좋음
1430,'매우좋음'
1431,'매우좋음'
1432,매우좋음
1433,매우좋음
1434,매우좋음
1435,매우좋음
1436,좋음
1437,좋음
1438,'매우좋음'
1439,좋음
1440,좋음
1441,'매우좋음'
1442,매우좋음
1443,'매우좋음'
1444,매우좋음
1445,좋음
1446,좋음
1447,'매우좋음'
1448,좋음
1449,매우좋음
1450,매우좋음
1451,'보통'
1452,'매우좋음'
1453,매우좋음
1454,매우좋음
1455,매우좋음
1456,매우좋음
1457,매우좋음
1458,매우좋음
1459,좋음
1460,매우좋음
1461,매우좋음
1462,매우좋음
1463,'매우좋음'
1464,'좋음'
1465,'매우좋음'
1466,매우좋음
1467,좋음
1468,'매우좋음'
1469,좋음
1470,좋음
1471,'좋음'
1472,'좋음'
1473,'좋음'
1474,매우좋음
1475,매우좋음
1476,매우좋음
1477,'좋음'
1478,좋음
1479,매우좋음
1480,매우좋음
1481,매우좋음
1482,매우좋음
1483,'매우좋음'
1484,매우좋음
1485,좋음
1486,좋음
1487,좋음
1488,'매우존함'
1489,매우좋음
1490,좋음
1491,'매우좋음'
1492,좋음
1493,'보통'
1494,매우좋음
1495,매우좋음
1496,좋음
1497,매우좋음
1498,좋음
1499,매우좋음
1500,'매우좋음'
1501,'매우좋음'
1502,'매우좋음'
1503,'매우좋음'
1504,보통
1505,'보통'
1506,매우좋음
1507,좋음
1508,매우좋음
1509,매우좋음
1510,매우좋음
1511,'매우좋음'
1512,매우좋음
1513,'매우좋음'
1514,매우좋음
1515,'보통'
1516,매우좋음
1517,매우좋음
1518,매우좋음
1519,'매우좋음'
1520,'보통'
1521,매우좋음
1522,보통
1523,매우좋음
1524,'좋음'
1525,'매우좋음'
1526,'매우좋음'
1527,좋음
1528,'매우좋음'
1529,매우좋음
1530,매우좋음
1531,'좋음'
1532,매우좋음
1533,매우좋음
1534,좋음
1535,'매우좋음'
1536,좋음
1537,매우좋음
1538,매우좋음
1539,매우좋음
1540,'보통'
1541,'매우좋음'
1542,'매우좋음'
1543,'보통'
1544,좋음
1545,좋음
1546,'매우좋음'
1547,좋음
1548,'매우좋음'
1549,매우좋음
1550,'매우좋음'
1551,'매우좋음'
1552,'보통'
1553,'보통'
1554,매우좋음
1555,좋음
1556,보통
1557,'매우좋음'
1558,'매우좋음'
1559,좋음
1560,'보통'
1561,'매우좋음'
1562,'보통'
1563,'보통'
1564,매우좋음
1565,매우좋음
1566,매우좋음
1567,'매우좋음'
1568,매우좋음
1569,'매우좋음'
1570,좋음
1571,매우좋음
1572,'좋음'
1573,'매우좋음'
1574,좋음
1575,매우좋음
1576,매우좋음
1577,매우좋음
1578,'매우좋음'
1579,매우좋음
1580,매우좋음
1581,매우좋음
1582,매우좋음
1583,'매우좋음'
1584,매우좋음
1585,매우좋음
1586,좋음
1587,좋음
1588,'좋음'
1589,'매우좋음'
1590,'매우좋음'
1591,'좋음'
1592,'매우좋음'
1593,'좋음'
1594,매우좋음
1595,매우좋음
1596,'매우좋음'
1597,매우좋음
1598,매우좋음
1599,좋음
1600,매우좋음
1601,좋음
1602,매우좋음
1603,좋음
1604,'매우좋음'
1605,'매우좋음'
1606,매우좋음
1607,매우좋음
1608,'매우좋음'
1609,매우좋음
1610,'매우좋음'
1611,매우좋음
1612,좋음
1613,매우좋음
1614,좋음
1615,'좋음'
1616,좋음
1617,'매우좋음'
1618,'매우좋음'
1619,매우좋음
1620,매우좋음
1621,좋음
1622,매우좋음
1623,좋음
1624,매우좋음
1625,'매우좋음'
1626,좋음
1627,매우좋음
1628,'매우좋음'
1629,'매우좋음'
1630,매우좋음
1631,매우좋음
1632,좋음
1633,매우좋음
1634,좋음
1635,좋음
1636,'매우좋음'
1637,좋음
1638,'좋음'
1639,좋음
1640,'매우좋음'
1641,매우좋음
1642,'매우좋음'
1643,좋음
1644,좋음
1645,매우좋음
1646,매우좋음
1647,'보통'
1648,'매우좋음'
1649,매우좋음
1650,좋음
1651,매우좋음
1652,매우좋음
1653,매우좋음
1654,매우좋음
1655,매우좋음
1656,매우좋음
1657,매우좋음
1658,매우좋음
1659,매우좋음
1660,보통
1661,'매우좋음'
1662,매우좋음
1663,'좋음'
1664,매우좋음
1665,매우좋음
1666,'매우좋음'
1667,매우좋음
1668,좋음
1669,좋음
1670,좋음
1671,매우좋음
1672,매우좋음
1673,'매우좋음'
1674,매우좋음
1675,매우좋음
1676,매우좋음
1677,'매우좋음'
1678,'매우좋음'
1679,매우좋음
1680,'매우좋음'
1681,매우좋음
1682,매우좋음
1683,매우좋음
1684,매우좋음
1685,매우좋음
1686,매우좋음
1687,매우좋음
1688,매우좋음
1689,'매우좋음'
1690,매우좋음
1691,'매우좋음'
1692,좋음
1693,매우좋음
1694,매우좋음
1695,매우좋음
1696,'매우좋음'
1697,매우좋음
1698,좋음
1699,매우좋음
1700,'매우좋음'
1701,좋음
1702,'보통'
1703,매우좋음
1704,매우좋음
1705,매우좋음
1706,매우좋음
1707,좋음
1708,'매우좋음'
1709,'좋음'
1710,'매우좋음'
1711,매우좋음
1712,매우좋음
1713,'좋음'
1714,매우좋음
1715,'매우좋음'
1716,'보통'
1717,매우좋음
1718,좋음
1719,좋음
1720,'매우좋음'
1721,매우좋음
1722,'좋음'
1723,좋음
1724,좋음
1725,리뷰 내용이 제공되지 않았으므로 평가를 할 수 없습니다.
1726,매우좋음
1727,보통
1728,'매우좋음'
1729,매우좋음
1730,매우좋음
1731,'매우좋음'
1732,'좋음'
1733,'매우좋음'
1734,'보통'
1735,'좋음'
1736,매우좋음
1737,매우좋음
1738,좋음
1739,'매우좋음'
1740,'매우좋음'
1741,'매우좋음'
1742,매우좋음
1743,'매우좋음'
1744,매우좋음
1745,좋음
1746,매우좋음
1747,매우좋음
1748,좋음
1749,매우좋음
1750,좋음
1751,매우좋음
1752,매우좋음
1753,매우좋음
1754,'매우좋음'
1755,매우좋음
1756,매우좋음
1757,매우좋음
1758,좋음
1759,좋음
1760,좋음
1761,좋음
1762,좋음
1763,매우좋음
1764,좋음
1765,매우좋음
1766,매우좋음
1767,보통
1768,'좋음'
1769,'좋음'
1770,'좋음'
1771,매우좋음
1772,매우좋음
1773,매우좋음
1774,좋음
1775,'매우좋음'
1776,'매우좋음'
1777,'좋음'
1778,매우좋음
1779,매우좋음
1780,매우좋음
1781,매우좋음
1782,좋음
1783,'매우좋음'
1784,'매우좋음'
1785,'매우좋음'
1786,'매우좋음'
1787,좋음
1788,매우좋음
1789,좋음
1790,'좋음'
1791,'좋음'
1792,'매우좋음'
1793,좋음
1794,좋음
1795,매우좋음
1796,매우좋음
1797,매우좋음
1798,매우좋음
1799,매우좋음
1800,'좋음'
1801,좋음
1802,매우좋음
1803,매우좋음
1804,'매우좋음'
1805,'매우좋음'
1806,매우좋음
1807,'좋음'
1808,매우좋음
1809,'보통'
1810,매우좋음
1811,'좋음'
1812,좋음
1813,매우좋음
1814,좋음
1815,매우좋음
1816,매우좋음
1817,매우좋음
1818,좋음
1819,매우좋음
1820,좋음
1821,좋음
1822,매우좋음
1823,매우좋음
1824,매우좋음
1825,매우좋음
1826,좋음
1827,매우좋음
1828,좋음
1829,매우좋음
1830,매우좋음
1831,좋음
1832,좋음
1833,매우좋음
1834,매우좋음
1835,매우좋음
1836,매우좋음
1837,'좋음'
1838,'매우좋음'
1839,'매우좋음'
1840,좋음
1841,좋음
1842,매우좋음
1843,좋음
1844,매우좋음
1845,좋음
1846,좋음
1847,매우좋음
1848,좋음
1849,매우좋음
1850,매우좋음
1851,매우좋음
1852,'매우좋음'
1853,매우좋음
1854,매우좋음
1855,매우좋음
1856,매우좋음
1857,'좋음'
1858,'매우좋음'
1859,매우좋음
1860,좋음
1861,매우좋음
1862,'좋음'
1863,매우좋음
1864,좋음
1865,매우좋음
1866,매우좋음
1867,매우좋음
1868,매우좋음
1869,매우좋음
1870,좋음
1871,'매우좋음'
1872,매우좋음
1873,매우좋음
1874,'좋음'
1875,좋음
1876,매우좋음
1877,보통
1878,'매우좋음'
1879,'매우좋음'
1880,매우좋음
1881,매우좋음
1882,매우좋음
1883,'매우좋음'
1884,매우좋음
1885,매우좋음
1886,매우좋음
1887,매우좋음
1888,'좋음'
1889,매우좋음
1890,매우좋음
1891,'매우좋음'
1892,좋음
1893,좋음
1894,'좋음'
1895,매우좋음
1896,매우좋음
1897,'매우좋음'
1898,'매우좋음'
1899,좋음
1900,'매우좋음'
1901,'보통'
1902,'좋음'
1903,좋음
1904,좋음
1905,매우좋음
1906,'매우좋음'
1907,매우좋음
1908,매우좋음
1909,매우좋음
1910,나쁨
1911,'매우나쁨'
1912,'매우좋음'
1913,매우좋음
1914,매우좋음
1915,매우좋음
1916,매우좋음
1917,매우좋음
1918,매우좋음
1919,매우좋음
1920,매우좋음
1921,매우좋음
1922,매우좋음
1923,매우좋음
1924,매우좋음
1925,'매우좋음'
1926,'매우좋음'
1927,매우좋음
1928,매우좋음
1929,매우좋음
1930,매우좋음
1931,매우좋음
1932,매우좋음
1933,매우좋음
1934,매우좋음
1935,'매우좋음'
1936,매우좋음
1937,매우좋음
1938,'매우좋음'
1939,매우좋음
1940,매우좋음
1941,매우좋음
1942,매우좋음
1943,'매우좋음'
1944,매우좋음
1945,좋음
1946,좋음
1947,좋음
1948,매우좋음
1949,매우좋음
1950,좋음
1951,'매우좋음'
1952,'매우좋음'
1953,'보통'
1954,매우좋음
1955,매우좋음
1956,'좋음'
1957,'매우좋음'
1958,매우좋음
1959,'좋음'
1960,매우좋음
1961,매우좋음
1962,매우좋음
1963,'매우좋음'
1964,매우좋음
1965,매우좋음
1966,'매우좋음'
1967,좋음
1968,매우좋음
1969,매우좋음
1970,매우좋음
1971,좋음
1972,좋음
1973,매우좋음
1974,'좋음'
1975,'좋음'
1976,매우좋음
1977,'좋음'
1978,매우좋음
1979,매우좋음
1980,매우좋음
1981,좋음
1982,'매우좋음'
1983,좋음
1984,보통
1985,매우좋음
1986,'매우좋음'
1987,매우좋음
1988,매우좋음
1989,매우좋음
1990,매우좋음
1991,'좋음'
1992,매우좋음
1993,좋음
1994,매우좋음
1995,'좋음'
1996,'매우좋음'
1997,'보통'
1998,좋음
1999,'매우좋음'
2000,'매우좋음'
2001,좋음
2002,'좋음'
2003,매우좋음
2004,'좋음'
2005,좋음
2006,'좋음'
2007,좋음
2008,매우좋음
2009,'매우좋음'
2010,매우좋음
2011,'좋음'
2012,'매우좋음'
2013,'매우좋음'
2014,좋음
2015,매우좋음
2016,'매우좋음'
2017,매우좋음
2018,'매우좋음'
2019,매우좋음
2020,매우좋음
2021,매우좋음
2022,'보통'
2023,'보통'
2024,'보통'
2025,'매우좋음'
2026,'좋음'
2027,'매우좋음'
2028,'매우좋음'
2029,매우좋음
2030,'보통'
2031,'매우좋음'
2032,'좋음'
2033,'매우좋음'
2034,매우좋음
2035,매우좋음
2036,매우좋음
2037,좋음
2038,매우좋음
2039,'좋음'
2040,매우좋음
2041,매우좋음
2042,매우좋음
2043,매우좋음
2044,매우좋음
2045,'좋음'
2046,좋음
2047,매우좋음
2048,좋음
2049,매우좋음
2050,'매우좋음'
2051,매우좋음
2052,매우좋음
2053,매우좋음
2054,매우좋음
2055,매우좋음
2056,매우좋음
2057,'좋음'
2058,좋음
2059,좋음
2060,매우좋음
2061,매우좋음
2062,매우좋음
2063,매우좋음
2064,매우좋음
2065,좋음
2066,'매우좋음'
2067,매우좋음
2068,좋음
2069,매우좋음
2070,'매우좋음'
2071,매우좋음
2072,매우좋음
2073,매우좋음
2074,매우좋음
2075,매우좋음
2076,매우좋음
2077,'좋음'
2078,좋음
2079,좋음
2080,'좋음'
2081,매우좋음
2082,매우좋음
2083,매우좋음
2084,매우좋음
2085,매우좋음
2086,매우좋음
2087,매우좋음
2088,매우좋음
2089,매우좋음
2090,매우좋음
2091,매우좋음
2092,좋음
2093,매우좋음
2094,매우좋음
2095,매우좋음
2096,좋음
2097,보통
2098,좋음
2099,좋음
2100,좋음
2101,매우좋음
2102,좋음
2103,좋음
2104,매우좋음
2105,'보통'
2106,매우좋음
2107,'좋음'
2108,'보통'
2109,'매우좋음'
2110,'매우좋음'
2111,좋음
2112,매우좋음
2113,매우좋음
2114,매우좋음
2115,좋음
2116,매우좋음
2117,좋음
2118,매우좋음
2119,매우좋음
2120,매우좋음
2121,매우좋음
2122,매우좋음
2123,매우좋음
2124,좋음
2125,'매우좋음'
2126,매우좋음
2127,'좋음'
2128,좋음
2129,좋음
2130,'매우좋음'
2131,'매우좋음'
2132,매우좋음
2133,'매우좋음'
2134,'좋음'
2135,매우좋음
2136,매우좋음
2137,보통
2138,매우좋음
2139,매우좋음
2140,매우좋음
2141,매우좋음
2142,매우좋음
2143,매우좋음
2144,매우좋음
2145,좋음
2146,매우좋음
2147,'좋음'
2148,좋음
2149,매우좋음
2150,매우좋음
2151,매우좋음
2152,'보통'
2153,'좋음'
2154,좋음
2155,좋음
2156,매우좋음
2157,매우좋음
2158,좋음
2159,'좋음'
2160,매우좋음
2161,매우좋음
2162,매우좋음
2163,매우좋음
2164,매우좋음
2165,매우좋음
2166,매우좋음
2167,매우좋음
2168,매우좋음
2169,매우좋음
2170,매우좋음
2171,좋음
2172,매우좋음
2173,'매우좋음'
2174,'매우좋음'
2175,매우좋음
2176,매우좋음
2177,매우좋음
2178,'매우좋음'
2179,매우좋음
2180,매우나쁨
2181,'매우좋음'
2182,좋음
2183,좋음
2184,매우좋음
2185,매우좋음
2186,매우좋음
2187,'좋음'
2188,좋음
2189,매우좋음
2190,매우좋음
2191,매우좋음
2192,'매우좋음'
2193,매우좋음
2194,좋음
2195,매우좋음
2196,매우좋음
2197,좋음
2198,'매우좋음'
2199,매우좋음
2200,매우좋음
2201,좋음
2202,매우좋음
2203,좋음
2204,매우좋음
2205,'매우좋음'
2206,'매우좋음'
2207,'매우좋음'
2208,'매우좋음'
2209,'매우좋음'
2210,매우좋음
2211,매우좋음
2212,좋음
2213,'좋음'
2214,좋음
2215,매우좋음
2216,'매우좋음'
2217,매우좋음
2218,'매우좋음'
2219,'매우좋음'
2220,좋음
2221,매우좋음
2222,좋음
2223,좋음
2224,'매우좋음'
2225,매우좋음
2226,매우좋음
2227,'좋음'
2228,매우좋음
2229,'좋음'
2230,매우좋음
2231,매우좋음
2232,매우좋음
2233,매우좋음
2234,'매우좋음'
2235,좋음
2236,'매우좋음'
2237,'매우좋음'
2238,'매우좋음'
2239,매우좋음
2240,매우좋음
2241,'매우좋음'
2242,매우좋음
2243,'매우좋음'
2244,매우좋음
2245,매우좋음
2246,매우좋음
2247,'매우좋음'
2248,매우좋음
2249,매우좋음
2250,매우좋음
2251,매우좋음
2252,매우좋음
2253,'매우좋음'
2254,매우좋음
2255,좋음
2256,'좋음'
2257,매우좋음
2258,매우좋음
2259,매우좋음
2260,좋음
2261,매우좋음
2262,매우좋음
2263,매우좋음
2264,'매우좋음'
2265,매우좋음
2266,매우좋음
2267,매우좋음
2268,매우좋음
2269,좋음
2270,'매우좋음'
2271,매우좋음
2272,매우좋음
2273,매우좋음
2274,'매우좋음'
2275,매우좋음
2276,매우좋음
2277,'매우좋음'
2278,매우좋음
2279,매우좋음
2280,좋음
2281,매우좋음
2282,매우좋음
2283,'매우좋음'
2284,'매우좋음'
2285,매우좋음
2286,'매우좋음'
2287,매우좋음
2288,매우좋음
2289,'매우좋음'
2290,좋음
2291,매우좋음
2292,매우좋음
2293,매우좋음
2294,'매우좋음'
2295,매우좋음
2296,매우좋음
2297,'매우좋음'
2298,매우좋음
2299,매우좋음
2300,좋음
2301,매우좋음
2302,매우좋음
2303,매우좋음
2304,'매우좋음'
2305,매우좋음
2306,매우좋음
2307,'보통'
2308,매우좋음
2309,매우좋음
2310,매우좋음
2311,'매우좋음'
2312,'매우좋음'
2313,'매우좋음'
2314,'매우좋음'
2315,좋음
2316,매우좋음
2317,매우좋음
2318,매우좋음
2319,'매우좋음'
2320,매우좋음
2321,좋음
2322,좋음
2323,매우좋음
2324,'매우좋음'
2325,매우좋음
2326,매우좋음
2327,좋음
2328,매우좋음
2329,매우좋음
2330,좋음
2331,'매우좋음'
2332,매우좋음
2333,매우좋음
2334,좋음
2335,'좋음'
2336,매우좋음
2337,'좋음'
2338,매우좋음
2339,'매우좋음'
2340,'좋음'
2341,매우좋음
2342,'매우좋음'
2343,좋음
2344,'매우좋음'
2345,매우좋음
2346,좋음
2347,'좋음'
2348,'매우좋음'
2349,좋음
2350,매우좋음
2351,'좋음'
2352,'매우좋음'
2353,'매우좋음'
2354,'보통'
2355,'좋음'
2356,매우좋음
2357,좋음
2358,매우좋음
2359,'매우좋음'
2360,매우좋음
2361,매우좋음
2362,좋음
2363,좋음
2364,좋음
2365,좋음
2366,매우좋음
2367,매우좋음
2368,매우좋음
2369,'좋음'
2370,좋음
2371,매우좋음
2372,좋음
2373,매우좋음
2374,'매우좋음'
2375,매우좋음
2376,좋음
2377,'매우좋음'
2378,매우좋음
2379,좋음
2380,'매우좋음'
2381,매우좋음
2382,매우좋음
2383,매우좋음
2384,매우좋음
2385,좋음
2386,'좋음'
2387,매우좋음
2388,'매우좋음'
2389,'매우좋음'
2390,매우좋음
2391,좋음
2392,좋음
2393,'매우좋음'
2394,매우좋음
2395,매우좋음
2396,'매우좋음'
2397,매우좋음
2398,매우좋음
2399,'좋음'
2400,'매우좋음'
2401,매우좋음
2402,좋음
2403,매우좋음
2404,'매우좋음'
2405,좋음
2406,매우좋음
2407,매우좋음
2408,매우좋음
2409,매우좋음
2410,'매우좋음'
2411,매우좋음
2412,'보통'
2413,'보통'
2414,매우좋음
2415,좋음
2416,'매우좋음'
2417,매우좋음
2418,매우좋음
2419,매우좋음
2420,매우좋음
2421,'좋음'
2422,매우좋음
2423,매우좋음
2424,'좋음'
2425,'좋음'
2426,'좋음'
2427,'좋음'
2428,'좋음'
2429,'좋음'
2430,'좋음'
2431,'좋음'
2432,'좋음'
2433,'좋음'
2434,매우좋음
2435,매우좋음
2436,'좋음'
2437,매우좋음
2438,매우좋음
2439,'좋음'
2440,'매우좋음'
2441,좋음
2442,'매우좋음'
2443,매우좋음
2444,좋음
2445,매우좋음
2446,좋음
2447,매우좋음
2448,매우좋음
2449,매우좋음
2450,매우좋음
2451,매우좋음
2452,'좋음'
2453,'보통'
2454,좋음
2455,매우좋음
2456,매우좋음
2457,'매우좋음'
2458,'좋음'
2459,'보통'
2460,매우좋음
2461,좋음
2462,'보통'
2463,'보통'
2464,'매우좋음'
2465,'매우좋음'
2466,매우좋음
2467,좋음
2468,매우좋음
2469,'매우좋음'
2470,매우좋음
2471,좋음
2472,매우좋음
2473,좋음
2474,매우좋음
2475,매우좋음
2476,매우좋음
2477,매우좋음
2478,매우좋음
2479,'매우좋음'
2480,'좋음'
2481,매우좋음
2482,'보통'
2483,매우좋음
2484,'좋음'
2485,매우좋음
2486,'매우좋음'
2487,매우좋음
2488,'좋음'
2489,좋음
2490,'매우좋음'
2491,매우좋음
2492,매우좋음
2493,매우좋음
2494,'좋음'
2495,매우좋음
2496,매우좋음
2497,매우좋음
2498,'매우좋음'
2499,좋음
2500,좋음
2501,매우좋음
2502,보통
2503,매우좋음
2504,좋음
2505,매우좋음
2506,좋음
2507,매우좋음
2508,좋음
2509,좋음
2510,매우좋음
2511,매우좋음
2512,매우좋음
2513,매우좋음
2514,'좋음'
2515,'매우좋음'
2516,매우좋음
2517,매우좋음
2518,매우좋음
2519,좋음
2520,매우좋음
2521,'좋음'
2522,'매우좋음'
2523,매우좋음
2524,'매우좋음'
2525,'매우좋음'
2526,'매우좋음'
2527,'좋음'
2528,'좋음'
2529,좋음
2530,'매우좋음'
2531,매우좋음
2532,좋음
2533,좋음
2534,'좋음'
2535,좋음
2536,매우좋음
2537,매우좋음
2538,'보통'
2539,'매우좋음'
2540,'좋음'
2541,매우좋음
2542,매우좋음
2543,매우좋음
2544,매우좋음
2545,매우좋음
2546,매우좋음
2547,'매우좋음'
2548,좋음
2549,'좋음'
2550,'매우좋음'
2551,매우좋음
2552,'매우좋음'
2553,'매우좋음'
2554,매우좋음
2555,'매우좋음'
2556,'매우좋음'
2557,좋음
2558,매우좋음
2559,매우좋음
2560,매우좋음
2561,'보통'
2562,좋음
2563,좋음
2564,'좋음'
2565,좋음
2566,매우좋음
2567,매우좋음
2568,매우좋음
2569,매우좋음
2570,'매우좋음'
2571,매우좋음
2572,매우좋음
2573,'매우좋음'
2574,'좋음'
2575,매우좋음
2576,매우좋음
2577,매우좋음
2578,매우좋음
2579,'좋음'
2580,매우좋음
2581,좋음
2582,'매우좋음'
2583,매우좋음
2584,매우좋음
2585,좋음
2586,매우좋음
2587,매우좋음
2588,매우좋음
2589,매우좋음
2590,매우좋음
2591,매우좋음
2592,매우좋음
2593,매우좋음
2594,매우좋음
2595,매우좋음
2596,매우좋음
2597,좋음
2598,'매우좋음'
2599,'좋음'
